left_or_right,conservation_score
right,-0.021975609756097553
right,-0.025902439024390253
right,-0.17982926829268292
right,0.005585365853658546
right,0.05726829268292683
right,-0.3784878048780488
right,0.14500000000000002
right,0.06802439024390246
right,0.07553658536585366
right,-1.1950243902439024
right,-1.1520731707317073
right,-0.6711707317073171
right,-0.15948780487804878
right,0.0946341463414634
right,-0.1944390243902439
right,-0.12653658536585366
right,-0.6555121951219512
right,0.3882926829268293
right,-0.41685365853658535
right,-0.7661219512195122
right,0.6414390243902439
right,0.4396341463414634
right,2.239048780487805
right,-0.18634146341463415
right,0.0974390243902439
right,0.06263414634146341
right,-0.5174146341463415
right,0.09195121951219513
right,0.08409756097560978
right,-0.2068048780487805
right,-0.2622926829268293
right,0.04182926829268293
right,0.2472682926829268
right,-0.2505121951219512
right,0.1448780487804878
right,0.1785121951219512
right,-0.07978048780487804
right,-0.07946341463414634
right,-0.193390243902439
right,0.10680487804878047
right,-0.3001463414634146
right,-0.03465853658536585
right,0.4556829268292683
right,-0.021878048780487807
right,-0.17285365853658535
right,0.17890243902439024
right,0.1982439024390244
right,0.1543658536585366
right,0.1198048780487805
right,0.11817073170731708
right,-0.13153658536585366
right,-0.40014634146341466
right,0.007853658536585373
right,0.08990243902439025
right,0.10982926829268291
right,0.06292682926829268
right,0.029707317073170737
right,0.35053658536585364
right,0.33270731707317075
right,0.6092439024390244
right,0.5413902439024391
right,0.4562926829268293
right,0.0772439024390244
right,0.02265853658536585
right,0.061682926829268285
right,-0.14304878048780487
right,-0.03697560975609755
right,0.031487804878048795
right,0.022975609756097564
right,0.06058536585365854
right,0.028341463414634147
right,0.12470731707317072
right,-0.136
right,0.05658536585365854
right,-0.27334146341463417
right,-0.10729268292682927
right,-0.16214634146341464
right,0.02578048780487804
right,-0.2850975609756098
right,0.6095121951219512
right,-0.14802439024390243
right,0.020585365853658538
right,-0.032756097560975604
right,-0.12885365853658537
right,0.19992682926829267
right,1.5751219512195123
right,0.06309756097560974
right,0.01941463414634146
right,0.21124390243902438
right,0.35617073170731706
right,0.11868292682926829
right,0.18758536585365854
right,0.22082926829268293
right,-0.05641463414634147
right,-0.25458536585365854
right,-0.03748780487804878
right,0.17992682926829268
right,-0.43446341463414634
right,-0.2258048780487805
right,-0.05151219512195122
right,0.24185365853658536
right,0.14365853658536584
right,-0.15078048780487804
right,0.5932926829268292
right,1.1444146341463415
right,2.0940975609756096
right,0.707829268292683
right,1.0330487804878048
right,0.3081219512195122
right,-0.631609756097561
right,1.7463170731707318
right,0.2278292682926829
right,0.24278048780487804
right,-0.056097560975609764
right,0.16019512195121952
right,-0.06653658536585366
right,2.343
right,0.24048780487804877
right,0.5784390243902439
right,0.2832439024390244
right,0.402219512195122
right,-0.0548780487804878
right,-0.11
right,0.35648780487804876
right,0.6357804878048781
right,4.408951219512195
right,0.1441707317073171
right,0.1434878048780488
right,-0.23717073170731706
right,0.058731707317073174
right,0.05946341463414634
right,4.677780487804878
right,4.694756097560975
right,2.036878048780488
right,0.12982926829268293
right,-0.399609756097561
right,0.06856097560975609
right,-0.3564634146341463
right,0.12839024390243903
right,0.10617073170731708
right,0.19631707317073172
right,-0.015560975609756104
right,-0.024829268292682925
right,-0.2602439024390244
right,-0.34868292682926827
right,0.3940487804878049
right,0.06451219512195121
right,-0.12007317073170731
right,0.22321951219512196
right,0.29934146341463413
right,-0.05060975609756097
right,0.2290487804878049
right,-0.059707317073170736
right,-0.12180487804878048
right,0.17680487804878048
right,-0.13051219512195122
right,-0.039414634146341464
right,0.0028292682926829246
right,-0.14175609756097562
right,-0.2386829268292683
right,0.20082926829268294
right,0.09168292682926829
right,-0.22914634146341462
right,0.09090243902439024
right,0.13746341463414635
right,-0.037756097560975616
right,0.280609756097561
right,-0.03587804878048781
right,0.0955609756097561
right,-0.039658536585365854
right,0.08231707317073171
right,-0.11753658536585365
right,0.024804878048780492
right,0.6074634146341463
right,0.4417317073170732
right,0.24517073170731707
right,0.21760975609756097
right,0.8408536585365853
right,-0.20941463414634146
right,0.23556097560975608
right,0.1449268292682927
right,-0.09521951219512195
right,-0.025902439024390232
right,-0.14746341463414633
right,0.38970731707317074
right,0.25770731707317074
right,0.14878048780487804
right,0.28017073170731704
right,0.2384390243902439
right,0.20678048780487804
right,-0.19248780487804878
right,0.020439024390243907
right,1.1627560975609756
right,0.5764146341463414
right,-0.34485365853658534
right,0.6021219512195122
right,-0.42173170731707316
right,0.3231219512195122
right,-0.22539024390243903
right,0.06348780487804878
right,1.053609756097561
right,2.1978048780487804
right,-0.2664878048780488
right,-0.30717073170731707
right,-0.031292682926829275
right,-0.22297560975609756
right,-0.2651707317073171
right,0.21985365853658537
right,0.2165609756097561
right,0.09260975609756097
right,-0.12929268292682927
right,0.16370731707317074
right,-0.4490487804878049
right,-0.05419512195121951
right,0.017951219512195124
right,0.098
right,0.0455609756097561
right,0.18
right,0.0034146341463414704
right,-0.0716829268292683
right,-0.04995121951219512
right,0.08029268292682927
right,0.24621951219512198
right,0.21909756097560976
right,-0.04009756097560977
right,0.14221951219512194
right,-0.06934146341463415
right,0.03095121951219512
right,0.11817073170731707
right,0.12085365853658536
right,0.037902439024390236
right,0.021487804878048786
right,0.024219512195121955
right,0.8444634146341463
right,0.8120243902439024
right,0.8053414634146342
right,0.9151707317073171
right,0.9097560975609756
right,0.09219512195121951
right,0.10902439024390244
right,0.03743902439024392
right,0.11790243902439025
right,0.15821951219512195
right,0.5674634146341464
right,0.058
right,0.05814634146341464
right,0.19304878048780488
right,0.10819512195121951
right,0.02846341463414634
right,0.20034146341463416
right,0.03948780487804877
right,-0.005853658536585368
right,-0.11365853658536584
right,0.08692682926829269
right,-0.1824390243902439
right,-0.14026829268292682
right,-0.17797560975609755
right,-0.02929268292682926
right,-0.027341463414634136
right,0.24373170731707317
right,0.23746341463414633
right,0.2233658536585366
right,0.030609756097560975
right,0.09207317073170732
right,-0.6938780487804878
right,0.21041463414634146
right,0.058024390243902435
right,-0.06839024390243903
right,-0.2978780487804878
right,0.4045853658536585
right,-0.3045609756097561
right,0.09317073170731707
right,0.4307073170731707
right,0.13207317073170732
right,0.07129268292682928
right,0.20285365853658535
right,1.9699756097560976
right,0.1328780487804878
right,0.2643658536585366
right,-0.12353658536585366
right,-0.015024390243902435
right,0.0571219512195122
right,-0.03363414634146341
right,0.05134146341463414
right,-0.25939024390243903
right,-0.34624390243902436
right,-0.014073170731707314
right,-0.01802439024390244
right,0.35721951219512194
right,-0.4921951219512195
right,0.07604878048780489
right,-0.09556097560975611
right,0.047609756097560976
right,0.041146341463414636
right,0.1468780487804878
right,0.16860975609756096
right,-0.3071219512195122
right,0.09153658536585366
right,-0.08082926829268293
right,-0.1221219512195122
right,-0.18951219512195122
right,-0.18029268292682926
right,0.3719512195121951
right,0.050804878048780484
right,0.11692682926829268
right,-0.2176829268292683
right,-0.2358048780487805
right,0.30578048780487804
right,0.4008536585365854
right,-0.30109756097560975
right,-0.13578048780487806
right,0.16863414634146343
right,0.13470731707317074
right,-0.4010975609756098
right,-0.12985365853658537
right,0.11341463414634145
right,0.08221951219512194
right,0.15578048780487805
right,-0.38834146341463416
right,-0.24385365853658536
right,0.0019512195121951237
right,-0.04363414634146342
right,-0.026512195121951222
right,0.23131707317073172
right,0.055707317073170746
right,0.6234634146341463
right,3.062658536585366
right,3.398609756097561
right,0.09792682926829269
right,-0.6265609756097561
right,-1.008560975609756
right,0.1421707317073171
right,-0.2651219512195122
right,-0.5848536585365853
right,-0.5806097560975609
right,-0.7100243902439024
right,0.04275609756097562
right,0.04917073170731708
right,0.21404878048780487
right,0.3388536585365854
right,-0.13373170731707318
right,0.10317073170731708
right,0.20458536585365852
right,0.04970731707317073
right,-0.002585365853658529
